movie_title,year,genre,duration,director,description,avg_vote,reviews_from_users,reviews_from_critics
Impolex,2009,"Adventure, Comedy, Drama",73,Alex Ross Perry,"Tyrone aimlessly embarks upon an obfuscating journey into nonsensical frustration as he tries to locate German V-2 rockets at the end of World War II, as a soldier in the United States Army's Operation Paperclip.",5.5,1.0,10.0
The Haunting in Connecticut 2: Ghosts of Georgia,2013,"Drama, Horror, Mystery",101,Tom Elkins,"A young family moves into a historic home in Georgia, only to learn they are not the house's only inhabitants. Soon they find themselves in the presence of a secret rising from underground and threatening to bring down anyone in its path.",5.3,70.0,83.0
L'evocazione - The Conjuring,2013,"Horror, Mystery, Thriller",112,James Wan,Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse.,7.5,1065.0,564.0
Kidnap,2017,"Action, Crime, Drama",95,Luis Prieto,A mother stops at nothing to recover her kidnapped son.,5.9,350.0,108.0
Respire,2010,"Horror, Thriller",87,David A. Cross,"The Ancient Romans believed that the soul escaped one's body with the last breath. It was believed that last breath held the power to cure disease and prolong life. In 1930's, Dr. Robert ...",4.2,10.0,6.0
Red Herring,2015,"Crime, Drama, Mystery",91,Ousa Khun,A detective investigating his best friend uncovers an assassin hunting through Las Vegas's power elite.,2.9,6.0,4.0
Henry & Me,2014,"Animation, Family",67,Barrett Esposito,"A young boy battling illness is taken on a magical adventure by a stranger named Henry. On their journey, the boy meets New York Yankee legends, both past and present, who give him lessons about baseball and life.",6.2,2.0,3.0
Lucky Bastard,2009,"Drama, Romance",87,Everett Lewis,"Rusty is a successful architect with the life of his dreams. However, when his boyfriend leaves town, Rusty meets a mysterious drifter names Denny who opens Rusty up to a strange new world.",4.3,9.0,2.0
Meskada,2010,"Crime, Drama, Thriller",98,Josh Sternfeld,"Passions run high when hope for a economically strapped town seems blocked by the investigation of a murdered kid, son of a county commissioner.",5.3,15.0,22.0
Amanda,2009,"Comedy, Drama, Romance",90,Steve Marra,"A successful businessman meets the woman of his dreams, Amanda, only to discover she harbors a shocking little secret about her past.",4.3,8.0,1.0
She Wolf Rising,2016,Horror,91,Marc Leland,"A nonstop supernatural thriller that explores the dark side of underground filmmaking. Gina Sklar, the reigning queen of horror, portrayed by Tiffany Shepis, lures Jake Bubar (Tim Mandala) ...",3.1,4.0,5.0
Knifepoint,2011,"Crime, Horror, Thriller",83,Jed Strahm,"On Christmas Eve, two sisters sharing a Venice apartment discover their home is the final target of a brutal gang of criminals led by Jess and his sadistic sister Lorraine.",5.1,4.0,1.0
Enemies Among Us,2010,"Action, Drama, Thriller",76,Dan Garcia,"It's not politics as usual, or is it? The governor of Louisiana is about to become the vice-presidential candidate for his party but a murder and an international web spanning from South ...",2.2,21.0,6.0
Leading Ladies,2010,Comedy,102,"Daniel Beahm, Erika Randall Beahm","A zany comedy about two sisters, their gay best friend, and their overzealous stage mom. When one sister gets pregnant and the other plans to waltz out of the closet, the family must hustle...",5.9,8.0,3.0
Letters to God,2010,"Drama, Family",110,"David Nixon, Patrick Doughtie","A young boy fighting cancer writes letters to God, touching lives in his neighborhood and community and inspiring hope among everyone he encounters. An unsuspecting substitute postman with ...",6.3,65.0,20.0
Two Gates of Sleep,2010,Drama,78,Alistair Banks Griffin,"After preparing for their mother's imminent death, two brothers go on an arduous upriver journey to honor her final request.",6.1,2.0,14.0
Big Sur,2013,"Drama, Romance",81,Michael Polish,"A recounting of Jack Kerouac's three sojourns to the cabin in Big Sur owned by his friend, poet Lawrence Ferlinghetti.",5.8,11.0,28.0
Identity Theft,2009,"Action, Comedy, Fantasy",66,James A. Ward,"After winning 50 million dollars in the lottery, Matt Walker thought that he'd found the perfect woman one evening when he met Karen Bristol...she was smart, gorgeous and wanted him for his...",4.7,8.0,3.0
The Ghostmaker,2012,"Fantasy, Horror, Sci-Fi",91,Mauro Borrelli,A group of friends use an ancient coffin to experience the world as ghosts. Inspired by true events.,4.9,21.0,28.0
5 Time Champion,2011,Drama,92,Berndt Mader,"A teenage boy, adrift amongst a sea of family indiscretions, discovers what it means to be a man.",6.5,1.0,4.0
The Drifter,2009,"Drama, Sport",60,Taylor Steele,A surfer is trying to identify the rhythm of his soul in the surrounding world. He uses travel as a tool which allows him to discover himself.,7.0,5.0,
L'incredibile vita di Timothy Green,2012,"Comedy, Drama, Family",105,Peter Hedges,"A childless couple bury a box in their backyard, containing all of their wishes for an infant. Soon, a child is born, though Timothy Green is not all that he appears.",6.6,129.0,163.0
All Is Bright,2013,"Comedy, Drama",107,Phil Morrison,"While out on parole, Dennis reluctantly takes a job selling Christmas trees with his old buddy Rene in order to make enough money to buy his estranged daughter the piano she's always wanted.",5.6,31.0,42.0
Big Mama: Tale padre tale figlio,2011,"Action, Comedy, Crime",107,John Whitesell,Malcolm Turner and his stepson Trent go undercover at an all-girls school to flush out a killer.,4.4,52.0,88.0
Annie Parker,2013,Drama,91,Steven Bernstein,"Love, science, sex, infidelity, disease and comedy, the wild, mostly true story of the irrepressible Annie Parker and the almost discovery of a cure for cancer.",6.2,34.0,13.0
House of Last Things,2013,"Fantasy, Horror, Thriller",110,Michael Bartlett,"A mind-bending thriller set in Portland, Oregon about an unspoken tragedy and its effects on a house, its temporary caretakers and the owners, a classical music critic and his wife on a recuperative trip to Italy.",5.7,48.0,47.0
Stake Land,2010,"Drama, Horror, Sci-Fi",98,Jim Mickle,"In a world of vampires, an expert vampire hunter and his young protégé travel toward sanctuary.",6.5,154.0,221.0
Incantesimi d'amore,2010,"Family, Fantasy, Romance",93,John Lyde,"Fraternal twin sisters Emma and Lilly are as different as night and day. Emma, the beautiful blonde tomboy, would rather be riding a horse than anything else in the world. While Lilly, her ...",5.4,13.0,1.0
The Wrath of Cain,2010,"Action, Drama",84,Ryan Combs,"Cain's often challenged in prison by wannabes. Cain's later offered a chance to talk with kids from the hood, incl. his own son, so they don't end up in prison.",4.6,8.0,5.0
Columbus Circle,2012,"Crime, Drama, Mystery",82,George Gallo,An heiress who's been shut inside her apartment building for nearly two decades is forced to confront her fears after one of her neighbors is killed and a detective arrives to begin the investigation.,6.0,50.0,25.0
The Lake Effect,2010,"Comedy, Drama",93,Tara Miele,"Rob Lawson's perpetual quest for success is interrupted when his estranged daughter shows up pregnant, challenging him to be a father before he becomes a grandfather.",5.4,1.0,
Undocumented,2010,Horror,96,Chris Peckover,"A documentary crew accompany a group of undocumented immigrants crossing the Border, but their plans run afoul when they are captured by a gang of sadistic radicals in New Mexico.",5.9,18.0,18.0
E se... fosse andata diversamente?,2010,"Drama, Family, Fantasy",111,Dallas Jenkins,"15 years ago, Ben Walker left his girlfriend, his hometown, and his ministry calling for a business opportunity. Now he has a high-paying career and a trophy fiancée. One day he's visited ...",6.4,32.0,14.0
Bear,2010,"Action, Adventure, Drama",78,Roel Reiné,"Two young couples are driving through a remote forest when their car breaks down. When a run-in with a curious grizzly bear ends up with the bear being shot to death, the bear's mate ...",2.8,45.0,15.0
Monster Mutt,2011,"Comedy, Family, Sci-Fi",89,Todd Tucker,"The Taylor's family dog, Max, is kidnapped by the evil Sirus Caldwell, (Zack Ward) CEO of mega corporation Envigormax, to be used as a test subject for a new super energy drink. When trials...",3.5,4.0,1.0
Get a Job,2016,Comedy,83,Dylan Kidd,"After college, Will is having problems getting a good, lasting job, as are his roomies, his girlfriend and his just fired dad.",5.3,43.0,38.0
Redemption Road,2010,Drama,95,Mario Van Peebles,Two men embark on a music-steeped journey through the American South.,5.7,9.0,13.0
Beautiful Wave,2011,"Adventure, Drama",96,David Mueller,"In Santa Cruz for the summer, a young woman discovers the sport of surfing -- and a family secret as well.",5.1,7.0,2.0
MacGruber,2010,"Action, Comedy",90,Jorma Taccone,"Former special operative MacGruber is called back into action to take down his arch-enemy, Dieter Von Cunth, who's in possession of a nuclear warhead and bent on destroying Washington, D.C.",5.5,156.0,146.0
Hanna's Gold,2010,"Adventure, Family",92,Joel Souza,Two sisters find themselves on the adventure of a lifetime when they discover a long lost treasure map on their father's horse ranch.,5.1,2.0,1.0
Three Veils,2011,Drama,117,Rolla Selbak,"Three Veils is the story of three young Muslim women whose lives unexpectedly intersect as they deal with issues of sexuality, tradition, and identity. To the outside world, they seem to be...",6.5,14.0,4.0
Girlfriend,2010,Drama,94,Justin Lerner,A young man with Down syndrome romantically pursues a small-town single mom who is still mixed up with her volatile ex-boyfriend.,6.3,12.0,16.0
Stelle emergenti,2010,"Drama, Family",90,Daniel Millican,"Challenged with creating songs and music videos, three musical acts find more than their futures on the line when the competition gets fierce and their lives are caught on tape broadcast to...",4.4,3.0,
Eating Out: All You Can Eat,2009,"Comedy, Drama, Romance",80,Glenn Gaylord,"A gay Internet connection is made, but entanglements ensue due to hiding behind the name and photo of a straight male stripper who happens to return to the area.",5.8,10.0,21.0
Getting That Girl,2011,"Comedy, Drama, Romance",91,Nathanael Coffman,"A high school love comedy, which authentically depicts the lives of today's ever-evolving and parentally subversive youth culture.",4.6,12.0,3.0
The Moleman of Belmont Avenue,2011,"Comedy, Horror",90,"Mike Bradecich, John LaFlamboy",The Mugg Brothers inherit an apartment building with a monster living in the basement that's eating everything in sight.,5.2,5.0,13.0
Il bosco dell'orrore,2010,Horror,85,"Mitchell Altieri, Phil Flores","One night at a secluded farmhouse deep in the Northern California woods, a small group of hardened young bikers and their girlfriends are tormented when one of the girls becomes savagely ...",4.7,25.0,54.0
Paint It Black,2016,Drama,97,Amber Tamblyn,A young woman attempts to deal with the death of her boyfriend while continuously confronted by his mentally unstable mother.,5.6,4.0,11.0
Last Call,2012,Comedy,85,Greg Garthe,Underachieving cousins Phil and Danny O'Donnell are forced to run the family pub to save their eccentric uncle from jail time and financial ruin.,4.3,3.0,1.0
Lizard Boy,2011,"Action, Comedy, Horror",98,Paul Della Pelle,"If you were a brilliant geneticist, working on a secret government genetic engineering project, and your fiancee dumped you because your sperm were not viable, what would you do to resolve ...",3.1,1.0,8.0
Solo per una notte,2010,"Comedy, Drama",78,Katie Aselton,"A young couple decides to give each other a night off, no questions asked.",5.1,21.0,31.0
The Lost & Found Family,2009,Drama,91,Barnet Bain,Formerly wealthy widow must move in with the lower middle-class foster family living in a house she owns in order to establish residency prior to selling it.,6.2,3.0,1.0
Turnabout,2016,"Drama, Mystery, Thriller",90,E.B. Hughes,"A troubled man survives a suicide attempt. He calls an old friend to rescue him in the middle of the night. Their journey is just beginning, and by daybreak, a tragedy will surface.",7.0,4.0,12.0
